image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,notes,original_source,resolved_source_path,disease_class,user_like_bucket
demo_383,staged_external:docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0617_007_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_383_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_384,staged_external:docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0617_004_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_384_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_385,staged_external:docs/demo_assets/m2_full_image_set/images/demo_385_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_051_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_385_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_386,staged_external:docs/demo_assets/m2_full_image_set/images/demo_386_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0617_001_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_386_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_387,staged_external:docs/demo_assets/m2_full_image_set/images/demo_387_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_011_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_387_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_388,staged_external:docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_034_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_388_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_389,staged_external:docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_048_fruit_01.jpg,docs/demo_assets/m2_full_image_set/images/demo_389_tomato_fruit.jpg,domates_gray_mold_meyve,clear
demo_390,staged_external:docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\tomato_late_blight_3.jpg,docs/demo_assets/m2_full_image_set/images/demo_390_tomato_fruit.jpg,domates_late_blight_meyve,difficult
demo_391,staged_external:docs/demo_assets/m2_full_image_set/images/demo_391_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\tomato_late_blight_83.jpg,docs/demo_assets/m2_full_image_set/images/demo_391_tomato_fruit.jpg,domates_late_blight_meyve,difficult
demo_392,staged_external:docs/demo_assets/m2_full_image_set/images/demo_392_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\tomato_late_blight_google_0044.jpg,docs/demo_assets/m2_full_image_set/images/demo_392_tomato_fruit.jpg,domates_late_blight_meyve,borderline
demo_393,staged_external:docs/demo_assets/m2_full_image_set/images/demo_393_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\tomato_late_blight_google_0092.jpg,docs/demo_assets/m2_full_image_set/images/demo_393_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_394,staged_external:docs/demo_assets/m2_full_image_set/images/demo_394_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_test_L_blight_26_zoom_3_jpg.rf.7f0e787e4ef8a5052c80029f7d381ef0.jpg,docs/demo_assets/m2_full_image_set/images/demo_394_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_395,staged_external:docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_train_buck12_jpg.rf.8fae2b952a77d7b941b6543e7247b61e.jpg,docs/demo_assets/m2_full_image_set/images/demo_395_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_396,staged_external:docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_train_buck13_jpeg.rf.99edae068d5681d76a8c683eb70f8417.jpg,docs/demo_assets/m2_full_image_set/images/demo_396_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_397,staged_external:docs/demo_assets/m2_full_image_set/images/demo_397_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_train_buck16_jpg.rf.fcebbbe6bdc274225a6d8f89fed2c32f.jpg,docs/demo_assets/m2_full_image_set/images/demo_397_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_398,staged_external:docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_train_buck19_jpg.rf.8dd2b7c9284d24a2d74c76a53e3b7578.jpg,docs/demo_assets/m2_full_image_set/images/demo_398_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_399,staged_external:docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_late_blight_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_late_blight_meyve\Kaggle_train_buck21_jpg.rf.5c521583815e9ac0bc2e2a8b98ce0e01.jpg,docs/demo_assets/m2_full_image_set/images/demo_399_tomato_fruit.jpg,domates_late_blight_meyve,clear
demo_400,staged_external:docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_spotted_wilt_meyve\Kaggle_train_spot10-Copy-2-_jpg.rf.5d46b7e6ba93ae443458d036e27df4fd.jpg,docs/demo_assets/m2_full_image_set/images/demo_400_tomato_fruit.jpg,domates_spotted_wilt_meyve,difficult
demo_401,staged_external:docs/demo_assets/m2_full_image_set/images/demo_401_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_spotted_wilt_meyve\Kaggle_train_spot21-Copy-2-_jpg.rf.a58777657e6c00e2598207aaa0cca4b9.jpg,docs/demo_assets/m2_full_image_set/images/demo_401_tomato_fruit.jpg,domates_spotted_wilt_meyve,difficult
demo_402,staged_external:docs/demo_assets/m2_full_image_set/images/demo_402_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_spotted_wilt_meyve\Kaggle_train_spot25-Copy-2-_jpg.rf.15c91668c7f559c22c7c440c845133cf.jpg,docs/demo_assets/m2_full_image_set/images/demo_402_tomato_fruit.jpg,domates_spotted_wilt_meyve,borderline
demo_403,staged_external:docs/demo_assets/m2_full_image_set/images/demo_403_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_spotted_wilt_meyve\Kaggle_train_spot8-Copy-2-_jpg.rf.15c0fa2610b7f2f1e06367f1aa9b08d0.jpg,docs/demo_assets/m2_full_image_set/images/demo_403_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_404,staged_external:docs/demo_assets/m2_full_image_set/images/demo_404_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\val\domates_spotted_wilt_meyve\Kaggle_train_spot1-Copy-2-_jpg.rf.2ffce89273e6ddf4f641700a1a90aa49.jpg,docs/demo_assets/m2_full_image_set/images/demo_404_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_405,staged_external:docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\val\domates_spotted_wilt_meyve\Kaggle_train_spot23-Copy-2-_jpg.rf.d50952dd900d457549fc8970569bc504.jpg,docs/demo_assets/m2_full_image_set/images/demo_405_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_406,staged_external:docs/demo_assets/m2_full_image_set/images/demo_406_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\val\domates_spotted_wilt_meyve\Kaggle_train_spot3-Copy-2-_jpg.rf.50b06564759cc27774194e2ad874b4bd.jpg,docs/demo_assets/m2_full_image_set/images/demo_406_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_407,staged_external:docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\val\domates_spotted_wilt_meyve\Kaggle_train_spot9-Copy-2-_jpg.rf.c2d741049cb2c38a21adae5a6d94dd6c.jpg,docs/demo_assets/m2_full_image_set/images/demo_407_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_408,staged_external:docs/demo_assets/m2_full_image_set/images/demo_408_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_spotted_wilt_meyve\Roboflow_test_spotted_wilt_virus_test-11-_jpg.rf.c2fc67ca8878dbd816961473fc4b18d4.jpg,docs/demo_assets/m2_full_image_set/images/demo_408_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_409,staged_external:docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_spotted_wilt_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_spotted_wilt_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_spotted_wilt_meyve\Roboflow_test_spotted_wilt_virus_test-35-_jpg.rf.c925842a94005d73f50cd8ed94cfb18f.jpg,docs/demo_assets/m2_full_image_set/images/demo_409_tomato_fruit.jpg,domates_spotted_wilt_meyve,clear
demo_410,staged_external:docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_blossom_end_rot_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=continual; source_class=domates_blossom_end_rot_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_blossom_end_rot_meyve\internet_20260506_wikimedia_blossom_end_rot_tomato_2017_cc0.jpg,docs/demo_assets/m2_full_image_set/images/demo_410_tomato_fruit.jpg,domates_blossom_end_rot_meyve,difficult
demo_411,staged_external:docs/demo_assets/m2_full_image_set/images/demo_411_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_020_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_411_tomato_fruit.jpg,domates_gray_mold_meyve,difficult
demo_412,staged_external:docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_gray_mold_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=domates_gray_mold_meyve,data\prepared_runtime_datasets\tomato__fruit\test\domates_gray_mold_meyve\Mendeley_Gray_0509_005_fruit_00.jpg,docs/demo_assets/m2_full_image_set/images/demo_412_tomato_fruit.jpg,domates_gray_mold_meyve,borderline
demo_413,staged_external:docs/demo_assets/m2_full_image_set/images/demo_413_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615130652_jpg.rf.890204ee9ec9a2740a664dc6eba86040.jpg,docs/demo_assets/m2_full_image_set/images/demo_413_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_414,staged_external:docs/demo_assets/m2_full_image_set/images/demo_414_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615130907_jpg.rf.a9b7afbbd052ebccdceff0abfd302c72.jpg,docs/demo_assets/m2_full_image_set/images/demo_414_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_415,staged_external:docs/demo_assets/m2_full_image_set/images/demo_415_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131135_jpg.rf.fce40364e711801d01fe2cde7a54335a.jpg,docs/demo_assets/m2_full_image_set/images/demo_415_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_416,staged_external:docs/demo_assets/m2_full_image_set/images/demo_416_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131140_jpg.rf.5dc8d468dba94da299641609eb4eed1e.jpg,docs/demo_assets/m2_full_image_set/images/demo_416_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_417,staged_external:docs/demo_assets/m2_full_image_set/images/demo_417_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131148_jpg.rf.04babaccc72402af86eb0b325335eba4.jpg,docs/demo_assets/m2_full_image_set/images/demo_417_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_418,staged_external:docs/demo_assets/m2_full_image_set/images/demo_418_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131514_jpg.rf.aecd3957197f02a8bb153979a65d59a8.jpg,docs/demo_assets/m2_full_image_set/images/demo_418_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_419,staged_external:docs/demo_assets/m2_full_image_set/images/demo_419_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131542_jpg.rf.ff7217a54cbfcca49efd31142da876e5.jpg,docs/demo_assets/m2_full_image_set/images/demo_419_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_420,staged_external:docs/demo_assets/m2_full_image_set/images/demo_420_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131611_jpg.rf.5263d6dadbc8ac93de165d315370d453.jpg,docs/demo_assets/m2_full_image_set/images/demo_420_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,difficult
demo_421,staged_external:docs/demo_assets/m2_full_image_set/images/demo_421_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG20240615131744_jpg.rf.6ea547ff47e2291e6a5e87b6e62760c8.jpg,docs/demo_assets/m2_full_image_set/images/demo_421_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,difficult
demo_422,staged_external:docs/demo_assets/m2_full_image_set/images/demo_422_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_test_IMG_5931_jpg.rf.ba241d6625fa92c67c0247a0635cee46.jpg,docs/demo_assets/m2_full_image_set/images/demo_422_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,borderline
demo_423,staged_external:docs/demo_assets/m2_full_image_set/images/demo_423_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_train_3011c618-a207-4575-906e-972b62e0e213_png.rf.5bb74d78a0b249da8a967c4722ea8d3b.jpg,docs/demo_assets/m2_full_image_set/images/demo_423_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_424,staged_external:docs/demo_assets/m2_full_image_set/images/demo_424_tomato_fruit.jpg,tomato__fruit,tomato,fruit,domates_bacterial_spot_and_speck_meyve,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=continual; source_class=domates_bacterial_spot_and_speck_meyve,data\prepared_runtime_datasets\tomato__fruit\continual\domates_bacterial_spot_and_speck_meyve\Roboflow_train_3011c618-a207-4575-906e-972b62e0e213_png.rf.e22d3475a60bb6a15d44cccac893705d.jpg,docs/demo_assets/m2_full_image_set/images/demo_424_tomato_fruit.jpg,domates_bacterial_spot_and_speck_meyve,clear
demo_425,staged_external:docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_early_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0361.png,docs/demo_assets/m2_full_image_set/images/demo_425_tomato_leaf.png,domates_early_blight_yaprak,clear
demo_426,staged_external:docs/demo_assets/m2_full_image_set/images/demo_426_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_early_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_early_blight_yaprak\image_0409.png,docs/demo_assets/m2_full_image_set/images/demo_426_tomato_leaf.png,domates_early_blight_yaprak,clear
demo_427,staged_external:docs/demo_assets/m2_full_image_set/images/demo_427_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\IMG_4147__02d.jpg,docs/demo_assets/m2_full_image_set/images/demo_427_tomato_leaf.jpg,domates_late_blight_yaprak,clear
demo_428,staged_external:docs/demo_assets/m2_full_image_set/images/demo_428_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\Kaggle_bacterial-canker3x2400-2ia1kgd_jpg.rf.f324f548c0e322c1780c0621a5cd7c6b.jpg,docs/demo_assets/m2_full_image_set/images/demo_428_tomato_leaf.jpg,domates_late_blight_yaprak,clear
demo_429,staged_external:docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0009.png,docs/demo_assets/m2_full_image_set/images/demo_429_tomato_leaf.png,domates_late_blight_yaprak,clear
demo_430,staged_external:docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0033.png,docs/demo_assets/m2_full_image_set/images/demo_430_tomato_leaf.png,domates_late_blight_yaprak,difficult
demo_431,staged_external:docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0065.png,docs/demo_assets/m2_full_image_set/images/demo_431_tomato_leaf.png,domates_late_blight_yaprak,difficult
demo_432,staged_external:docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0097.png,docs/demo_assets/m2_full_image_set/images/demo_432_tomato_leaf.png,domates_late_blight_yaprak,borderline
demo_433,staged_external:docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0121.png,docs/demo_assets/m2_full_image_set/images/demo_433_tomato_leaf.png,domates_late_blight_yaprak,clear
demo_434,staged_external:docs/demo_assets/m2_full_image_set/images/demo_434_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_late_blight_yaprak,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=domates_late_blight_yaprak,data\prepared_runtime_datasets\tomato__leaf\test\domates_late_blight_yaprak\image_0145.png,docs/demo_assets/m2_full_image_set/images/demo_434_tomato_leaf.png,domates_late_blight_yaprak,clear
